"id_studente" "tipo_laurea_triennale" "voto_lt" "voto_lm" "numero_appelli" "score" "appello" "domanda"
82 "stat padova" "110L" "100L" NA NA "20160210" "2"
83 "stat padova" "105" "105" NA NA "20160210" "2"
84 "stat padova" "97" "92" 2 NA "20160210" "2"
85 "stat Bicocca" "110L" "110L" 2 NA "20160210" "2"
86 "mat GE" "101" "97" 4 NA "20160210" "2"
87 "stat GE" "108" "100" 1 NA "20160210" "2"
88 "mat GE" "110L" "110L" 2 NA "20160210" "2"
89 "mat GE" "110" "107" 1 NA "20160210" "2"
90 "stat padova" "" "" NA NA "20160210" "2"
91 "stat padova" "103" "103" 2 NA "20160210" "2"
92 "stat padova" "" "" NA NA "20160210" "2"
93 "stat padova" "95" "91" 1 NA "20160210" "2"
94 "stat padova" "107" "107" 2 NA "20160210" "2"
95 "mat GE" "97" "100" 3 NA "20160210" "2"
96 "stat padova" "95" "107" 3 1 "20160210" "2"
97 "stat GE" "110L" "103" 2 NA "20160210" "2"
98 "stat padova" "91" "85" 4 NA "20160210" "2"
99 "stat padova" "93" "93" 2 NA "20160210" "2"
100 "stat GE" "107" "96" 1 NA "20160210" "2"
101 "econ azien BA" "102" "86" 3 NA "20160210" "2"
102 "stat padova" "107" "107" 1 NA "20160210" "2"
103 "stat padova" "110L" "105" 2 2.5 "20160210" "2"
104 "stat padova" "92" "98" 1 NA "20160210" "2"
105 "stat padova" "" "" NA NA "20160210" "2"
106 "stat padova" "" "" NA NA "20160210" "2"
107 "stat padova" "" "" NA NA "20160210" "2"
108 "stat padova" "110L" "110L" 1 NA "20160210" "2"
109 "stat BA" "110L" "92" 4 NA "20160210" "2"
110 "stat padova" "94" "96" 7 NA "20160210" "2"
111 "stat padova" "101" "" NA NA "20160210" "2"
1 "stat padova" "91" "95" 1 NA "20160210" "3"
2 "stat padova" "" "" 1 NA "20160210" "3"
3 "stat padova" "103" "103" 3 NA "20160210" "3"
4 "stat padova" "" "" NA NA "20160210" "3"
5 "stat padova" "110L" "110" 2 NA "20160210" "3"
6 "Econ. e manag. TN" "98" "101" 1 NA "20160210" "3"
7 "stat padova" "110L" "99" 1 NA "20160210" "3"
8 "stat padova" "110L" "110L" 1 NA "20160210" "3"
9 "stat padova" "98" "100" 3 NA "20160210" "3"
10 "stat padova" "106" "108" 2 NA "20160210" "3"
11 "stat VE" "110L" "110" 1 NA "20160210" "3"
12 "stat padova" "" "" NA NA "20160210" "3"
13 "stat padova" "110L" "110L" 3 NA "20160210" "3"
14 "stat padova" "108" "110L" 3 NA "20160210" "3"
15 "stat padova" "" "" NA NA "20160210" "3"
16 "stat padova" "105" "92" 1 NA "20160210" "3"
17 "stat bicocca" "104" "110L" 2 NA "20160210" "3"
18 "stat padova" "109" "97" 1 NA "20160210" "3"
19 "stat padova" "90" "84" 5 NA "20160210" "3"
20 "mat TN" "90" "102" 2 NA "20160210" "3"
21 "stat padova" "103" "110L" 3 NA "20160210" "3"
22 "mat CA" "110L" "110L" 1 NA "20160210" "3"
23 "stat padova" "110L" "100" 2 NA "20160210" "3"
24 "stat padova" "110L" "110" 1 NA "20160210" "3"
25 "stat bicocca" "110L" "96" 2 NA "20160210" "3"
26 "stat padova" "" "" NA NA "20160210" "3"
27 "stat padova" "" "" NA NA "20160210" "3"
28 "stat padova" "" "" NA NA "20160210" "3"
29 "stat padova" "107" "105" 3 NA "20160210" "3"
30 "stat padova" "94" "102" 1 NA "20160210" "3"
31 "stat padova" "102" "92" 3 NA "20160210" "3"
32 "stat padova" "106" "101" 2 NA "20160210" "3"
33 "stat padova" "110L" "110L" 2 NA "20160210" "3"
34 "stat NA" "110L" "106" 3 NA "20160210" "3"
35 "stat padova" "90" "91" 2 NA "20160210" "3"
36 "stat FI" "96" "93" 2 NA "20160210" "3"
37 "stat padova" "84" "" 3 NA "20160210" "3"
38 "mat CA" "106" "97" 1 NA "20160210" "3"
39 "stat padova" "105" "" 1 NA "20160210" "3"
40 "stat padova" "88" "91" 6 NA "20160210" "3"
41 "stat NA" "110L" "110L" 1 3 "20160210" "3"
42 "stat bicocca" "110L" "110L" 2 NA "20160210" "3"
43 "stat padova" "104" "93" 7 NA "20160210" "3"
44 "stat padova" "104" "99" 2 NA "20160210" "3"
45 "stat padova" "93" "" NA NA "20160210" "3"
46 "stat padova" "102" "103" 5 NA "20160210" "3"
47 "sociologia" "102" "110L" 2 NA "20160210" "3"
48 "stat padova" "106" "103" 2 NA "20160210" "3"
49 "stat padova" "110L" "102" 2 NA "20160210" "3"
50 "stat padova" "86" "96" 4 2 "20160210" "3"
51 "stat GE" "110L" "100" 1 NA "20160210" "3"
52 "stat padova" "107" "110L" 4 3 "20160210" "3"
53 "stat padova" "90" "94" 4 NA "20160210" "3"
54 "stat padova" "107" "110L" NA NA "20160210" "3"
55 "stat padova" "96" "92" 2 3 "20160210" "3"
56 "stat padova" "96" "94" 1 NA "20160210" "3"
57 "stat padova" "104" "100" 2 NA "20160210" "3"
58 "stat padova" "97" "93" 4 NA "20160210" "3"
59 "stat padova" "88" "92" 3 NA "20160210" "3"
60 "stat GE" "110" "99" 6 0 "20160210" "3"
61 "stat GE" "90" "84" 1 NA "20160210" "3"
62 "stat padova" "103" "92" 3 NA "20160210" "3"
63 "mat PD" "108" "110L" 1 NA "20160210" "3"
64 "stat padova" "" "" 4 NA "20160210" "3"
65 "stat padova" "110L" "102" 1 NA "20160210" "3"
66 "stat padova" "" "" NA NA "20160210" "3"
67 "stat padova" "" "" NA NA "20160210" "3"
68 "stat GE" "110" "104" 2 3 "20160210" "3"
69 "stat padova" "110L" "110L" 3 NA "20160210" "3"
70 "stat padova" "102" "96" 1 NA "20160210" "3"
71 "stat padova" "110L" "110L" 1 NA "20160210" "3"
72 "stat padova" "84" "98" 2 NA "20160210" "3"
73 "stat padova" "93" "" NA NA "20160210" "3"
74 "stat padova" "92" "91" 4 NA "20160210" "3"
75 "stat padova" "84" "" 2 NA "20160210" "3"
76 "stat padova" "110L" "110" NA NA "20160210" "3"
77 "stat padova" "102" "100" NA NA "20160210" "3"
78 "stat padova" "" "" NA NA "20160210" "3"
79 "stat BA" "102" "93" 1 NA "20160210" "3"
80 "stat BN" "110L" "110L" 1 NA "20160210" "3"
81 "stat padova" "108" "100" 1 NA "20160210" "3"
82 "stat padova" "110L" "100L" NA NA "20160210" "3"
83 "stat padova" "105" "105" NA NA "20160210" "3"
84 "stat padova" "97" "92" 2 NA "20160210" "3"
85 "stat Bicocca" "110L" "110L" 2 NA "20160210" "3"
86 "mat GE" "101" "97" 4 NA "20160210" "3"
87 "stat GE" "108" "100" 1 NA "20160210" "3"
88 "mat GE" "110L" "110L" 2 NA "20160210" "3"
89 "mat GE" "110" "107" 1 NA "20160210" "3"
90 "stat padova" "" "" NA NA "20160210" "3"
91 "stat padova" "103" "103" 2 NA "20160210" "3"
92 "stat padova" "" "" NA NA "20160210" "3"
93 "stat padova" "95" "91" 1 NA "20160210" "3"
94 "stat padova" "107" "107" 2 NA "20160210" "3"
95 "mat GE" "97" "100" 3 NA "20160210" "3"
96 "stat padova" "95" "107" 3 1 "20160210" "3"
97 "stat GE" "110L" "103" 2 NA "20160210" "3"
98 "stat padova" "91" "85" 4 NA "20160210" "3"
99 "stat padova" "93" "93" 2 NA "20160210" "3"
100 "stat GE" "107" "96" 1 NA "20160210" "3"
101 "econ azien BA" "102" "86" 3 NA "20160210" "3"
102 "stat padova" "107" "107" 1 NA "20160210" "3"
103 "stat padova" "110L" "105" 2 3 "20160210" "3"
104 "stat padova" "92" "98" 1 NA "20160210" "3"
105 "stat padova" "" "" NA NA "20160210" "3"
106 "stat padova" "" "" NA NA "20160210" "3"
107 "stat padova" "" "" NA NA "20160210" "3"
108 "stat padova" "110L" "110L" 1 NA "20160210" "3"
109 "stat BA" "110L" "92" 4 NA "20160210" "3"
110 "stat padova" "94" "96" 7 NA "20160210" "3"
111 "stat padova" "101" "" NA NA "20160210" "3"
1 "stat padova" "91" "95" 1 NA "20160210" "4"
2 "stat padova" "" "" 1 NA "20160210" "4"
3 "stat padova" "103" "103" 3 NA "20160210" "4"
4 "stat padova" "" "" NA NA "20160210" "4"
5 "stat padova" "110L" "110" 2 NA "20160210" "4"
6 "Econ. e manag. TN" "98" "101" 1 NA "20160210" "4"
7 "stat padova" "110L" "99" 1 NA "20160210" "4"
8 "stat padova" "110L" "110L" 1 NA "20160210" "4"
9 "stat padova" "98" "100" 3 NA "20160210" "4"
10 "stat padova" "106" "108" 2 NA "20160210" "4"
11 "stat VE" "110L" "110" 1 NA "20160210" "4"
12 "stat padova" "" "" NA NA "20160210" "4"
13 "stat padova" "110L" "110L" 3 NA "20160210" "4"
14 "stat padova" "108" "110L" 3 NA "20160210" "4"
15 "stat padova" "" "" NA NA "20160210" "4"
16 "stat padova" "105" "92" 1 NA "20160210" "4"
17 "stat bicocca" "104" "110L" 2 NA "20160210" "4"
18 "stat padova" "109" "97" 1 NA "20160210" "4"
19 "stat padova" "90" "84" 5 NA "20160210" "4"
20 "mat TN" "90" "102" 2 NA "20160210" "4"
21 "stat padova" "103" "110L" 3 NA "20160210" "4"
22 "mat CA" "110L" "110L" 1 NA "20160210" "4"
23 "stat padova" "110L" "100" 2 NA "20160210" "4"
24 "stat padova" "110L" "110" 1 NA "20160210" "4"
25 "stat bicocca" "110L" "96" 2 NA "20160210" "4"
26 "stat padova" "" "" NA NA "20160210" "4"
27 "stat padova" "" "" NA NA "20160210" "4"
28 "stat padova" "" "" NA NA "20160210" "4"
29 "stat padova" "107" "105" 3 NA "20160210" "4"
30 "stat padova" "94" "102" 1 NA "20160210" "4"
31 "stat padova" "102" "92" 3 NA "20160210" "4"
32 "stat padova" "106" "101" 2 NA "20160210" "4"
33 "stat padova" "110L" "110L" 2 NA "20160210" "4"
34 "stat NA" "110L" "106" 3 NA "20160210" "4"
35 "stat padova" "90" "91" 2 NA "20160210" "4"
36 "stat FI" "96" "93" 2 NA "20160210" "4"
37 "stat padova" "84" "" 3 NA "20160210" "4"
38 "mat CA" "106" "97" 1 NA "20160210" "4"
39 "stat padova" "105" "" 1 NA "20160210" "4"
40 "stat padova" "88" "91" 6 NA "20160210" "4"
41 "stat NA" "110L" "110L" 1 3 "20160210" "4"
42 "stat bicocca" "110L" "110L" 2 NA "20160210" "4"
43 "stat padova" "104" "93" 7 NA "20160210" "4"
44 "stat padova" "104" "99" 2 NA "20160210" "4"
45 "stat padova" "93" "" NA NA "20160210" "4"
46 "stat padova" "102" "103" 5 NA "20160210" "4"
47 "sociologia" "102" "110L" 2 NA "20160210" "4"
48 "stat padova" "106" "103" 2 NA "20160210" "4"
49 "stat padova" "110L" "102" 2 NA "20160210" "4"
50 "stat padova" "86" "96" 4 2 "20160210" "4"
51 "stat GE" "110L" "100" 1 NA "20160210" "4"
52 "stat padova" "107" "110L" 4 2.5 "20160210" "4"
53 "stat padova" "90" "94" 4 NA "20160210" "4"
54 "stat padova" "107" "110L" NA NA "20160210" "4"
55 "stat padova" "96" "92" 2 3 "20160210" "4"
56 "stat padova" "96" "94" 1 NA "20160210" "4"
57 "stat padova" "104" "100" 2 NA "20160210" "4"
58 "stat padova" "97" "93" 4 NA "20160210" "4"
59 "stat padova" "88" "92" 3 NA "20160210" "4"
60 "stat GE" "110" "99" 6 0 "20160210" "4"
61 "stat GE" "90" "84" 1 NA "20160210" "4"
62 "stat padova" "103" "92" 3 NA "20160210" "4"
63 "mat PD" "108" "110L" 1 NA "20160210" "4"
64 "stat padova" "" "" 4 NA "20160210" "4"
65 "stat padova" "110L" "102" 1 NA "20160210" "4"
66 "stat padova" "" "" NA NA "20160210" "4"
67 "stat padova" "" "" NA NA "20160210" "4"
68 "stat GE" "110" "104" 2 3 "20160210" "4"
69 "stat padova" "110L" "110L" 3 NA "20160210" "4"
70 "stat padova" "102" "96" 1 NA "20160210" "4"
71 "stat padova" "110L" "110L" 1 NA "20160210" "4"
72 "stat padova" "84" "98" 2 NA "20160210" "4"
73 "stat padova" "93" "" NA NA "20160210" "4"
74 "stat padova" "92" "91" 4 NA "20160210" "4"
75 "stat padova" "84" "" 2 NA "20160210" "4"
76 "stat padova" "110L" "110" NA NA "20160210" "4"
77 "stat padova" "102" "100" NA NA "20160210" "4"
78 "stat padova" "" "" NA NA "20160210" "4"
79 "stat BA" "102" "93" 1 NA "20160210" "4"
80 "stat BN" "110L" "110L" 1 NA "20160210" "4"
81 "stat padova" "108" "100" 1 NA "20160210" "4"
82 "stat padova" "110L" "100L" NA NA "20160210" "4"
83 "stat padova" "105" "105" NA NA "20160210" "4"
84 "stat padova" "97" "92" 2 NA "20160210" "4"
85 "stat Bicocca" "110L" "110L" 2 NA "20160210" "4"
86 "mat GE" "101" "97" 4 NA "20160210" "4"
87 "stat GE" "108" "100" 1 NA "20160210" "4"
88 "mat GE" "110L" "110L" 2 NA "20160210" "4"
89 "mat GE" "110" "107" 1 NA "20160210" "4"
90 "stat padova" "" "" NA NA "20160210" "4"
91 "stat padova" "103" "103" 2 NA "20160210" "4"
92 "stat padova" "" "" NA NA "20160210" "4"
93 "stat padova" "95" "91" 1 NA "20160210" "4"
94 "stat padova" "107" "107" 2 NA "20160210" "4"
95 "mat GE" "97" "100" 3 NA "20160210" "4"
96 "stat padova" "95" "107" 3 3 "20160210" "4"
97 "stat GE" "110L" "103" 2 NA "20160210" "4"
98 "stat padova" "91" "85" 4 NA "20160210" "4"
99 "stat padova" "93" "93" 2 NA "20160210" "4"
100 "stat GE" "107" "96" 1 NA "20160210" "4"
101 "econ azien BA" "102" "86" 3 NA "20160210" "4"
102 "stat padova" "107" "107" 1 NA "20160210" "4"
103 "stat padova" "110L" "105" 2 3 "20160210" "4"
104 "stat padova" "92" "98" 1 NA "20160210" "4"
105 "stat padova" "" "" NA NA "20160210" "4"
106 "stat padova" "" "" NA NA "20160210" "4"
107 "stat padova" "" "" NA NA "20160210" "4"
108 "stat padova" "110L" "110L" 1 NA "20160210" "4"
109 "stat BA" "110L" "92" 4 NA "20160210" "4"
110 "stat padova" "94" "96" 7 NA "20160210" "4"
111 "stat padova" "101" "" NA NA "20160210" "4"
1 "stat padova" "91" "95" 1 NA "20160210" "5"
2 "stat padova" "" "" 1 NA "20160210" "5"
3 "stat padova" "103" "103" 3 NA "20160210" "5"
4 "stat padova" "" "" NA NA "20160210" "5"
5 "stat padova" "110L" "110" 2 NA "20160210" "5"
6 "Econ. e manag. TN" "98" "101" 1 NA "20160210" "5"
7 "stat padova" "110L" "99" 1 NA "20160210" "5"
8 "stat padova" "110L" "110L" 1 NA "20160210" "5"
9 "stat padova" "98" "100" 3 NA "20160210" "5"
10 "stat padova" "106" "108" 2 NA "20160210" "5"
11 "stat VE" "110L" "110" 1 NA "20160210" "5"
12 "stat padova" "" "" NA NA "20160210" "5"
13 "stat padova" "110L" "110L" 3 NA "20160210" "5"
14 "stat padova" "108" "110L" 3 NA "20160210" "5"
15 "stat padova" "" "" NA NA "20160210" "5"
16 "stat padova" "105" "92" 1 NA "20160210" "5"
17 "stat bicocca" "104" "110L" 2 NA "20160210" "5"
18 "stat padova" "109" "97" 1 NA "20160210" "5"
19 "stat padova" "90" "84" 5 NA "20160210" "5"
20 "mat TN" "90" "102" 2 NA "20160210" "5"
21 "stat padova" "103" "110L" 3 NA "20160210" "5"
22 "mat CA" "110L" "110L" 1 NA "20160210" "5"
23 "stat padova" "110L" "100" 2 NA "20160210" "5"
24 "stat padova" "110L" "110" 1 NA "20160210" "5"
25 "stat bicocca" "110L" "96" 2 NA "20160210" "5"
26 "stat padova" "" "" NA NA "20160210" "5"
27 "stat padova" "" "" NA NA "20160210" "5"
28 "stat padova" "" "" NA NA "20160210" "5"
29 "stat padova" "107" "105" 3 NA "20160210" "5"
30 "stat padova" "94" "102" 1 NA "20160210" "5"
31 "stat padova" "102" "92" 3 NA "20160210" "5"
32 "stat padova" "106" "101" 2 NA "20160210" "5"
33 "stat padova" "110L" "110L" 2 NA "20160210" "5"
34 "stat NA" "110L" "106" 3 NA "20160210" "5"
35 "stat padova" "90" "91" 2 NA "20160210" "5"
36 "stat FI" "96" "93" 2 NA "20160210" "5"
37 "stat padova" "84" "" 3 NA "20160210" "5"
38 "mat CA" "106" "97" 1 NA "20160210" "5"
39 "stat padova" "105" "" 1 NA "20160210" "5"
40 "stat padova" "88" "91" 6 NA "20160210" "5"
41 "stat NA" "110L" "110L" 1 3 "20160210" "5"
42 "stat bicocca" "110L" "110L" 2 NA "20160210" "5"
43 "stat padova" "104" "93" 7 NA "20160210" "5"
44 "stat padova" "104" "99" 2 NA "20160210" "5"
45 "stat padova" "93" "" NA NA "20160210" "5"
46 "stat padova" "102" "103" 5 NA "20160210" "5"
47 "sociologia" "102" "110L" 2 NA "20160210" "5"
48 "stat padova" "106" "103" 2 NA "20160210" "5"
49 "stat padova" "110L" "102" 2 NA "20160210" "5"
50 "stat padova" "86" "96" 4 3 "20160210" "5"
51 "stat GE" "110L" "100" 1 NA "20160210" "5"
52 "stat padova" "107" "110L" 4 2 "20160210" "5"
53 "stat padova" "90" "94" 4 NA "20160210" "5"
54 "stat padova" "107" "110L" NA NA "20160210" "5"
55 "stat padova" "96" "92" 2 1 "20160210" "5"
56 "stat padova" "96" "94" 1 NA "20160210" "5"
57 "stat padova" "104" "100" 2 NA "20160210" "5"
58 "stat padova" "97" "93" 4 NA "20160210" "5"
59 "stat padova" "88" "92" 3 NA "20160210" "5"
60 "stat GE" "110" "99" 6 2 "20160210" "5"
61 "stat GE" "90" "84" 1 NA "20160210" "5"
62 "stat padova" "103" "92" 3 NA "20160210" "5"
63 "mat PD" "108" "110L" 1 NA "20160210" "5"
64 "stat padova" "" "" 4 NA "20160210" "5"
65 "stat padova" "110L" "102" 1 NA "20160210" "5"
66 "stat padova" "" "" NA NA "20160210" "5"
67 "stat padova" "" "" NA NA "20160210" "5"
68 "stat GE" "110" "104" 2 3 "20160210" "5"
69 "stat padova" "110L" "110L" 3 NA "20160210" "5"
70 "stat padova" "102" "96" 1 NA "20160210" "5"
71 "stat padova" "110L" "110L" 1 NA "20160210" "5"
72 "stat padova" "84" "98" 2 NA "20160210" "5"
73 "stat padova" "93" "" NA NA "20160210" "5"
74 "stat padova" "92" "91" 4 NA "20160210" "5"
75 "stat padova" "84" "" 2 NA "20160210" "5"
76 "stat padova" "110L" "110" NA NA "20160210" "5"
77 "stat padova" "102" "100" NA NA "20160210" "5"
78 "stat padova" "" "" NA NA "20160210" "5"
79 "stat BA" "102" "93" 1 NA "20160210" "5"
80 "stat BN" "110L" "110L" 1 NA "20160210" "5"
81 "stat padova" "108" "100" 1 NA "20160210" "5"
82 "stat padova" "110L" "100L" NA NA "20160210" "5"
83 "stat padova" "105" "105" NA NA "20160210" "5"
84 "stat padova" "97" "92" 2 NA "20160210" "5"
85 "stat Bicocca" "110L" "110L" 2 NA "20160210" "5"
86 "mat GE" "101" "97" 4 NA "20160210" "5"
87 "stat GE" "108" "100" 1 NA "20160210" "5"
88 "mat GE" "110L" "110L" 2 NA "20160210" "5"
89 "mat GE" "110" "107" 1 NA "20160210" "5"
90 "stat padova" "" "" NA NA "20160210" "5"
91 "stat padova" "103" "103" 2 NA "20160210" "5"
92 "stat padova" "" "" NA NA "20160210" "5"
93 "stat padova" "95" "91" 1 NA "20160210" "5"
94 "stat padova" "107" "107" 2 NA "20160210" "5"
95 "mat GE" "97" "100" 3 NA "20160210" "5"
96 "stat padova" "95" "107" 3 1 "20160210" "5"
97 "stat GE" "110L" "103" 2 NA "20160210" "5"
98 "stat padova" "91" "85" 4 NA "20160210" "5"
99 "stat padova" "93" "93" 2 NA "20160210" "5"
100 "stat GE" "107" "96" 1 NA "20160210" "5"
101 "econ azien BA" "102" "86" 3 NA "20160210" "5"
102 "stat padova" "107" "107" 1 NA "20160210" "5"
103 "stat padova" "110L" "105" 2 3 "20160210" "5"
104 "stat padova" "92" "98" 1 NA "20160210" "5"
105 "stat padova" "" "" NA NA "20160210" "5"
106 "stat padova" "" "" NA NA "20160210" "5"
107 "stat padova" "" "" NA NA "20160210" "5"
108 "stat padova" "110L" "110L" 1 NA "20160210" "5"
109 "stat BA" "110L" "92" 4 NA "20160210" "5"
110 "stat padova" "94" "96" 7 NA "20160210" "5"
111 "stat padova" "101" "" NA NA "20160210" "5"
1 "stat padova" "91" "95" 1 NA "20160210" "6"
2 "stat padova" "" "" 1 NA "20160210" "6"
3 "stat padova" "103" "103" 3 NA "20160210" "6"
4 "stat padova" "" "" NA NA "20160210" "6"
5 "stat padova" "110L" "110" 2 NA "20160210" "6"
6 "Econ. e manag. TN" "98" "101" 1 NA "20160210" "6"
7 "stat padova" "110L" "99" 1 NA "20160210" "6"
8 "stat padova" "110L" "110L" 1 NA "20160210" "6"
9 "stat padova" "98" "100" 3 NA "20160210" "6"
10 "stat padova" "106" "108" 2 NA "20160210" "6"
11 "stat VE" "110L" "110" 1 NA "20160210" "6"
12 "stat padova" "" "" NA NA "20160210" "6"
13 "stat padova" "110L" "110L" 3 NA "20160210" "6"
14 "stat padova" "108" "110L" 3 NA "20160210" "6"
15 "stat padova" "" "" NA NA "20160210" "6"
16 "stat padova" "105" "92" 1 NA "20160210" "6"
17 "stat bicocca" "104" "110L" 2 NA "20160210" "6"
18 "stat padova" "109" "97" 1 NA "20160210" "6"
19 "stat padova" "90" "84" 5 NA "20160210" "6"
20 "mat TN" "90" "102" 2 NA "20160210" "6"
21 "stat padova" "103" "110L" 3 NA "20160210" "6"
22 "mat CA" "110L" "110L" 1 NA "20160210" "6"
23 "stat padova" "110L" "100" 2 NA "20160210" "6"
24 "stat padova" "110L" "110" 1 NA "20160210" "6"
25 "stat bicocca" "110L" "96" 2 NA "20160210" "6"
26 "stat padova" "" "" NA NA "20160210" "6"
27 "stat padova" "" "" NA NA "20160210" "6"
28 "stat padova" "" "" NA NA "20160210" "6"
29 "stat padova" "107" "105" 3 NA "20160210" "6"
30 "stat padova" "94" "102" 1 NA "20160210" "6"
31 "stat padova" "102" "92" 3 NA "20160210" "6"
32 "stat padova" "106" "101" 2 NA "20160210" "6"
33 "stat padova" "110L" "110L" 2 NA "20160210" "6"
34 "stat NA" "110L" "106" 3 NA "20160210" "6"
35 "stat padova" "90" "91" 2 NA "20160210" "6"
36 "stat FI" "96" "93" 2 NA "20160210" "6"
37 "stat padova" "84" "" 3 NA "20160210" "6"
38 "mat CA" "106" "97" 1 NA "20160210" "6"
39 "stat padova" "105" "" 1 NA "20160210" "6"
40 "stat padova" "88" "91" 6 NA "20160210" "6"
41 "stat NA" "110L" "110L" 1 12 "20160210" "6"
42 "stat bicocca" "110L" "110L" 2 NA "20160210" "6"
43 "stat padova" "104" "93" 7 NA "20160210" "6"
44 "stat padova" "104" "99" 2 NA "20160210" "6"
45 "stat padova" "93" "" NA NA "20160210" "6"
46 "stat padova" "102" "103" 5 NA "20160210" "6"
47 "sociologia" "102" "110L" 2 NA "20160210" "6"
48 "stat padova" "106" "103" 2 NA "20160210" "6"
49 "stat padova" "110L" "102" 2 NA "20160210" "6"
50 "stat padova" "86" "96" 4 9 "20160210" "6"
51 "stat GE" "110L" "100" 1 NA "20160210" "6"
52 "stat padova" "107" "110L" 4 14 "20160210" "6"
53 "stat padova" "90" "94" 4 NA "20160210" "6"
54 "stat padova" "107" "110L" NA NA "20160210" "6"
55 "stat padova" "96" "92" 2 10 "20160210" "6"
56 "stat padova" "96" "94" 1 NA "20160210" "6"
57 "stat padova" "104" "100" 2 NA "20160210" "6"
58 "stat padova" "97" "93" 4 NA "20160210" "6"
59 "stat padova" "88" "92" 3 NA "20160210" "6"
60 "stat GE" "110" "99" 6 5 "20160210" "6"
61 "stat GE" "90" "84" 1 NA "20160210" "6"
62 "stat padova" "103" "92" 3 NA "20160210" "6"
63 "mat PD" "108" "110L" 1 NA "20160210" "6"
64 "stat padova" "" "" 4 NA "20160210" "6"
65 "stat padova" "110L" "102" 1 NA "20160210" "6"
66 "stat padova" "" "" NA NA "20160210" "6"
67 "stat padova" "" "" NA NA "20160210" "6"
68 "stat GE" "110" "104" 2 7 "20160210" "6"
69 "stat padova" "110L" "110L" 3 NA "20160210" "6"
70 "stat padova" "102" "96" 1 NA "20160210" "6"
71 "stat padova" "110L" "110L" 1 NA "20160210" "6"
72 "stat padova" "84" "98" 2 NA "20160210" "6"
73 "stat padova" "93" "" NA NA "20160210" "6"
74 "stat padova" "92" "91" 4 NA "20160210" "6"
75 "stat padova" "84" "" 2 NA "20160210" "6"
76 "stat padova" "110L" "110" NA NA "20160210" "6"
77 "stat padova" "102" "100" NA NA "20160210" "6"
78 "stat padova" "" "" NA NA "20160210" "6"
79 "stat BA" "102" "93" 1 NA "20160210" "6"
80 "stat BN" "110L" "110L" 1 NA "20160210" "6"
81 "stat padova" "108" "100" 1 NA "20160210" "6"
82 "stat padova" "110L" "100L" NA NA "20160210" "6"
83 "stat padova" "105" "105" NA NA "20160210" "6"
84 "stat padova" "97" "92" 2 NA "20160210" "6"
85 "stat Bicocca" "110L" "110L" 2 NA "20160210" "6"
86 "mat GE" "101" "97" 4 NA "20160210" "6"
87 "stat GE" "108" "100" 1 NA "20160210" "6"
88 "mat GE" "110L" "110L" 2 NA "20160210" "6"
89 "mat GE" "110" "107" 1 NA "20160210" "6"
90 "stat padova" "" "" NA NA "20160210" "6"
91 "stat padova" "103" "103" 2 NA "20160210" "6"
92 "stat padova" "" "" NA NA "20160210" "6"
93 "stat padova" "95" "91" 1 NA "20160210" "6"
94 "stat padova" "107" "107" 2 NA "20160210" "6"
